,Unnamed: 0,Facies,Formation,Well Name,Depth,GR,DeltaPHI,PHIND,ILD,PE,NM_M,RELPOS
715,715,2,B4 SH,SHANKLE,2900.5,62.1,0.7,15.25,16.368165214278086,2.9,1,0.938
716,716,1,B4 SH,SHANKLE,2901.0,59.12,-1.9,15.465,15.776112696993485,2.8,1,0.917
717,717,1,B4 SH,SHANKLE,2901.5,53.43,1.5,12.685,14.45439770745928,2.9,1,0.8959999999999999
718,718,1,B4 SH,SHANKLE,2902.0,55.43,3.9,11.32,12.941958414499863,3.0,1,0.875
719,719,1,B4 SH,SHANKLE,2902.5,50.01,2.1,12.39,11.37627285823431,3.0,1,0.8540000000000001
720,720,1,B4 SH,SHANKLE,2903.0,54.96,1.2,12.93,9.68277856261249,2.9,1,0.833
721,721,1,B4 SH,SHANKLE,2903.5,56.29,0.7,13.1,8.165823713585922,2.8,1,0.813
722,722,1,B4 SH,SHANKLE,2904.0,57.56,1.3,13.6,7.079457843841379,2.9,1,0.792
723,723,1,B4 SH,SHANKLE,2904.5,59.71,0.8,13.875,6.1944107507678146,2.9,1,0.7709999999999999
724,724,1,B4 SH,SHANKLE,2905.0,59.88,1.2,14.2,5.520774392807576,2.9,1,0.75
725,725,1,B4 SH,SHANKLE,2905.5,62.44,1.5,14.5,5.058246620031139,2.7,1,0.7290000000000001
726,726,1,B4 SH,SHANKLE,2906.0,65.13,1.4,15.285,4.830588020397728,2.7,1,0.708
727,727,1,B4 SH,SHANKLE,2906.5,60.4,1.2,15.91,4.7424198526024455,2.7,1,0.688
728,728,1,B4 SH,SHANKLE,2907.0,63.4,0.1,15.585,4.920395356814512,2.8,1,0.667
729,729,1,B4 SH,SHANKLE,2907.5,65.4,1.4,14.44,5.199959965335161,2.8,1,0.6459999999999999
730,730,1,B4 SH,SHANKLE,2908.0,60.44,3.0,13.57,5.520774392807576,2.9,1,0.625
731,731,1,B4 SH,SHANKLE,2908.5,71.83,5.6,13.74,5.861381645140288,2.8,1,0.604
732,732,1,B4 SH,SHANKLE,2909.0,78.1,7.1,14.31,5.997910762555095,2.8,1,0.583
733,733,1,B4 SH,SHANKLE,2909.5,82.34,7.7,14.44,5.91561634175474,2.7,1,0.563
734,734,1,B4 SH,SHANKLE,2910.0,85.94,7.7,14.25,5.861381645140288,2.7,1,0.542
735,735,1,B4 SH,SHANKLE,2910.5,71.56,8.2,14.51,5.7543993733715695,2.7,1,0.521
736,736,1,B4 SH,SHANKLE,2911.0,69.26,7.2,15.655,5.571857489319297,2.7,1,0.5
737,737,1,B4 SH,SHANKLE,2911.5,65.79,6.0,16.385,5.370317963702526,2.8,1,0.479
738,738,1,B4 SH,SHANKLE,2912.0,58.76,3.5,16.94,5.105049999754059,2.7,1,0.458
739,739,1,B4 SH,SHANKLE,2912.5,60.11,1.3,17.025,4.830588020397728,2.6,1,0.438
740,740,1,B4 SH,SHANKLE,2913.0,62.0,0.3,17.325,4.875284901033864,2.6,1,0.417
741,741,1,B4 SH,SHANKLE,2913.5,61.56,0.6,17.815,5.105049999754059,2.8,1,0.396
742,742,1,B4 SH,SHANKLE,2914.0,58.39,1.3,18.575,5.296634438916578,2.7,1,0.375
743,743,1,B4 SH,SHANKLE,2914.5,62.03,-0.8,18.52,5.296634438916578,2.6,1,0.354
744,744,1,B4 SH,SHANKLE,2915.0,58.92,-1.6,17.575,4.965923214503359,2.6,1,0.333
745,745,1,B4 SH,SHANKLE,2915.5,62.43,-0.2,16.275,4.446312674691086,2.6,1,0.313
746,746,1,B4 SH,SHANKLE,2916.0,63.32,4.0,16.375,3.8370724549227875,2.7,1,0.292
747,747,1,B4 SH,SHANKLE,2916.5,64.42,5.9,17.115,3.3419504002611435,2.8,1,0.271
748,748,2,B4 SH,SHANKLE,2917.0,63.11,5.9,18.435,3.0619634336906767,2.8,1,0.25
749,749,2,B4 SH,SHANKLE,2917.5,63.11,5.9,18.435,3.0619634336906767,2.8,1,0.25
750,750,2,B4 SH,SHANKLE,2918.0,68.73,4.7,18.565,2.9648313895243423,2.8,1,0.229
751,751,2,B4 SH,SHANKLE,2918.5,68.82,3.7,18.135,3.0619634336906767,3.0,1,0.208
752,752,2,B4 SH,SHANKLE,2919.0,63.27,3.9,16.665,3.2809529311311896,3.1,1,0.188
753,753,2,B4 SH,SHANKLE,2919.5,63.95,5.0,15.155,3.6140986263961334,3.3,1,0.16699999999999998
754,754,2,B4 SH,SHANKLE,2920.0,73.72,7.0,13.77,3.9994474976109746,3.2,1,0.146
755,755,2,B4 SH,SHANKLE,2920.5,70.47,8.1,14.83,4.446312674691086,2.4,1,0.125
756,756,3,B4 SH,SHANKLE,2921.0,78.62,0.5,24.675,5.105049999754059,2.1,1,0.104
757,757,3,B4 SH,SHANKLE,2921.5,81.91,-9.6,35.2,6.25172692775686,1.9,1,0.083
758,758,3,B4 SH,SHANKLE,2922.0,77.68,-6.8,44.645,8.27942163712334,1.9,1,0.063
759,759,3,B4 SH,SHANKLE,2922.5,74.51,-7.4,51.805,11.912420080273744,2.0,1,0.042
760,760,3,B4 SH,SHANKLE,2923.0,66.9,-13.0,46.795,16.218100973589298,2.0,1,0.021
761,761,6,B4 LM,SHANKLE,2924.0,26.06,-12.9,16.17,28.18382931264455,4.4,1,0.857
762,762,6,B4 LM,SHANKLE,2924.5,20.73,3.7,4.785,39.08408957924019,4.1,2,0.7140000000000001
763,763,6,B4 LM,SHANKLE,2925.0,18.4,7.6,4.555,56.49369748123023,3.7,2,0.5710000000000001
764,764,6,B4 LM,SHANKLE,2925.5,20.07,9.7,6.745,76.20790100254119,3.3,2,0.429
765,765,6,B4 LM,SHANKLE,2926.0,20.85,7.7,9.415,63.973483548264824,3.4,2,0.28600000000000003
766,766,6,B4 LM,SHANKLE,2926.5,24.51,4.3,11.98,41.495404263436306,2.5,2,0.14300000000000002
767,767,3,B5 SH,SHANKLE,2927.0,37.82,-0.1,19.085,27.7971326775929,2.2,1,1.0
768,768,3,B5 SH,SHANKLE,2930.0,79.36,-6.0,35.77,8.709635899560805,2.4,1,0.45
769,769,3,B5 SH,SHANKLE,2930.5,78.41,-6.4,33.73,8.629785477669701,2.6,1,0.4
770,770,3,B5 SH,SHANKLE,2931.0,70.0,-8.4,31.445,8.053784411990664,2.6,1,0.35
771,771,3,B5 SH,SHANKLE,2931.5,67.67,-9.9,31.45,7.2443596007499025,2.7,1,0.3
772,772,3,B5 SH,SHANKLE,2932.0,67.38,-7.6,30.565,6.0534087475391365,2.6,1,0.25
773,773,3,B5 SH,SHANKLE,2932.5,70.08,-2.9,33.215,4.786300923226383,2.5,1,0.2
774,774,3,B5 SH,SHANKLE,2933.0,72.4,-0.2,39.915,3.8018939632056097,2.3,1,0.15
775,775,3,B5 SH,SHANKLE,2933.5,70.73,-4.0,41.445,3.0338911841942697,2.3,1,0.1
776,776,3,B5 SH,SHANKLE,2934.0,65.14,-1.9,37.005,2.4322040090738155,2.6,1,0.05
777,777,7,B5 LM,SHANKLE,2934.5,52.05,5.9,29.525,2.0137242498623884,2.9,2,1.0
778,778,7,B5 LM,SHANKLE,2935.0,30.56,12.2,27.265,1.7458221529205038,3.0,2,0.958
779,779,7,B5 LM,SHANKLE,2935.5,25.47,10.8,27.915,1.5631476426409534,3.0,2,0.917
780,780,7,B5 LM,SHANKLE,2936.0,25.34,6.4,27.115,1.5346169827992944,3.0,2,0.875
781,781,7,B5 LM,SHANKLE,2936.5,31.3,3.8,26.515,1.6672472125510627,3.0,2,0.833
782,782,7,B5 LM,SHANKLE,2937.0,45.23,3.6,24.38,1.958844673505989,3.0,2,0.792
783,783,7,B5 LM,SHANKLE,2937.5,53.09,4.7,22.525,2.4660393372343394,3.0,2,0.75
784,784,7,B5 LM,SHANKLE,2938.0,53.66,2.1,19.515,3.2359365692962827,3.1,2,0.708
785,785,7,B5 LM,SHANKLE,2938.5,48.3,-1.1,16.71,4.325138310350086,3.4,2,0.667
786,786,8,B5 LM,SHANKLE,2939.0,47.58,-1.3,14.275,5.91561634175474,4.0,2,0.625
787,787,8,B5 LM,SHANKLE,2939.5,44.54,0.5,12.48,8.165823713585922,4.2,2,0.583
788,788,8,B5 LM,SHANKLE,2940.0,45.57,1.6,11.42,11.534532578210923,4.3,2,0.542
789,789,8,B5 LM,SHANKLE,2940.5,49.17,1.0,10.82,16.368165214278086,4.3,2,0.5
790,790,8,B5 LM,SHANKLE,2941.0,58.97,0.6,10.535,22.908676527677734,4.4,2,0.458
791,791,8,B5 LM,SHANKLE,2941.5,78.86,0.7,10.32,30.760968147407095,4.6,2,0.417
792,792,8,B5 LM,SHANKLE,2942.0,100.24,1.4,10.38,39.26449353995999,4.7,2,0.375
793,793,8,B5 LM,SHANKLE,2942.5,97.94,0.8,10.56,48.30588020397728,4.8,2,0.333
794,794,8,B5 LM,SHANKLE,2943.0,94.67,-0.5,10.57,57.80960474057178,4.7,2,0.292
795,795,8,B5 LM,SHANKLE,2943.5,78.63,-1.0,10.18,67.29766562843174,4.7,2,0.25
796,796,8,B5 LM,SHANKLE,2944.0,97.99,-1.9,9.31,73.11390834834177,4.7,2,0.208
797,797,8,B5 LM,SHANKLE,2944.5,130.86,-2.5,8.1,69.50243175887965,4.9,2,0.16699999999999998
798,798,8,B5 LM,SHANKLE,2945.0,167.9,-0.8,6.22,58.34451042737448,4.5,2,0.125
799,799,8,B5 LM,SHANKLE,2945.5,191.7,4.2,5.195,44.05548635065534,3.8,2,0.083
800,800,3,C SH,SHANKLE,2946.0,149.65,-5.9,24.32,26.42408757321945,2.3,1,1.0
801,801,3,C SH,SHANKLE,2948.0,75.83,-9.4,34.61,13.86755828871889,2.8,1,0.93
802,802,3,C SH,SHANKLE,2948.5,66.28,2.5,28.99,13.182567385564074,2.7,1,0.912
803,803,3,C SH,SHANKLE,2949.0,69.44,-0.2,27.455,13.614446824659511,2.6,1,0.895
804,804,3,C SH,SHANKLE,2949.5,69.67,-1.6,24.68,14.723125024327194,2.6,1,0.877
805,805,3,C SH,SHANKLE,2950.0,72.32,-2.1,21.265,16.519617982290157,2.9,1,0.86
806,806,3,C SH,SHANKLE,2950.5,72.26,5.3,16.795,18.535316234148123,3.2,1,0.8420000000000001
807,807,3,C SH,SHANKLE,2951.0,66.6,8.9,13.99,20.137242498623895,3.3,1,0.825
808,808,3,C SH,SHANKLE,2951.5,66.67,10.7,14.42,20.79696687103696,3.2,1,0.807
809,809,3,C SH,SHANKLE,2952.0,67.49,9.3,15.755,20.989398836235235,3.2,1,0.789
810,810,3,C SH,SHANKLE,2952.5,69.17,6.3,17.91,20.606299132700006,3.0,1,0.772
811,811,3,C SH,SHANKLE,2953.0,67.63,6.3,17.22,19.860949173573715,3.2,1,0.754
812,812,3,C SH,SHANKLE,2953.5,74.65,7.1,16.125,18.967059212111472,3.1,1,0.737
813,813,3,C SH,SHANKLE,2954.0,69.34,6.4,16.405,17.864875748520507,3.1,1,0.7190000000000001
814,814,3,C SH,SHANKLE,2954.5,67.71,3.6,17.57,17.060823890031234,2.9,1,0.7020000000000001
815,815,3,C SH,SHANKLE,2955.0,69.85,2.9,18.53,16.595869074375596,3.0,1,0.684
816,816,3,C SH,SHANKLE,2955.5,72.99,6.6,17.785,16.29296032639722,3.0,1,0.667
817,817,3,C SH,SHANKLE,2956.0,72.73,3.5,21.265,16.218100973589298,2.8,1,0.649
818,818,3,C SH,SHANKLE,2956.5,71.24,-3.0,23.97,16.29296032639722,2.8,1,0.632
819,819,3,C SH,SHANKLE,2957.0,65.18,-1.1,24.32,16.368165214278086,3.3,1,0.614
820,820,3,C SH,SHANKLE,2957.5,76.51,3.1,23.925,16.595869074375596,3.3,1,0.596
821,821,3,C SH,SHANKLE,2958.0,72.51,0.3,27.215,16.982436524617444,3.1,1,0.579
822,822,3,C SH,SHANKLE,2958.5,73.66,-8.0,30.125,17.538805018417612,2.7,1,0.561
823,823,3,C SH,SHANKLE,2959.0,72.96,-12.3,29.985,17.947336268325273,2.5,1,0.544
824,824,3,C SH,SHANKLE,2959.5,66.05,-9.4,26.215,18.03017740859569,2.8,1,0.526
825,825,3,C SH,SHANKLE,2960.0,75.61,-1.1,21.255,17.701089583174213,3.1,1,0.509
826,826,3,C SH,SHANKLE,2960.5,68.69,6.8,16.645,17.458221529205037,3.3,1,0.491
827,827,3,C SH,SHANKLE,2961.0,67.49,5.2,17.925,17.458221529205037,3.0,1,0.474
828,828,3,C SH,SHANKLE,2961.5,71.32,2.0,18.325,17.378008287493753,2.9,1,0.456
829,829,3,C SH,SHANKLE,2962.0,69.16,3.5,16.405,17.060823890031234,3.1,1,0.439
830,830,3,C SH,SHANKLE,2962.5,72.18,5.7,15.525,16.672472125510627,3.3,1,0.421
831,831,3,C SH,SHANKLE,2963.0,67.16,4.4,16.48,16.29296032639722,3.2,1,0.404
832,832,3,C SH,SHANKLE,2963.5,72.36,1.5,18.61,16.29296032639722,3.2,1,0.386
833,833,3,C SH,SHANKLE,2964.0,76.08,0.8,19.615,16.90440931643263,3.1,1,0.368
834,834,3,C SH,SHANKLE,2964.5,75.85,1.8,21.045,17.864875748520507,2.9,1,0.35100000000000003
835,835,3,C SH,SHANKLE,2965.0,72.11,-3.6,22.505,18.450154191794738,2.7,1,0.333
836,836,3,C SH,SHANKLE,2965.5,73.8,-9.0,22.545,18.620871366628677,2.9,1,0.316
837,837,3,C SH,SHANKLE,2966.0,71.57,-5.1,17.625,18.706821403658008,3.3,1,0.298
838,838,3,C SH,SHANKLE,2966.5,71.38,1.0,14.06,18.113400926196025,3.6,1,0.281
839,839,3,C SH,SHANKLE,2967.0,72.44,6.2,14.855,17.538805018417612,3.1,1,0.263
840,840,3,C SH,SHANKLE,2967.5,74.87,5.8,19.845,17.538805018417612,2.8,1,0.246
841,841,3,C SH,SHANKLE,2968.0,76.01,-2.7,23.955,17.458221529205037,2.4,1,0.228
842,842,3,C SH,SHANKLE,2968.5,76.11,-9.0,25.4,17.218685749860068,3.0,1,0.211
843,843,3,C SH,SHANKLE,2969.0,76.47,-3.5,24.095,17.701089583174213,3.3,1,0.193
844,844,3,C SH,SHANKLE,2969.5,70.18,-5.4,24.15,18.03017740859569,3.2,1,0.175
845,845,3,C SH,SHANKLE,2970.0,71.13,-10.2,24.425,17.6197604641163,2.9,1,0.158
846,846,3,C SH,SHANKLE,2970.5,74.62,-13.2,21.35,16.749428760264372,2.9,1,0.14
847,847,3,C SH,SHANKLE,2971.0,75.04,-3.6,17.66,15.631476426409538,2.9,1,0.123
848,848,3,C SH,SHANKLE,2971.5,71.03,7.1,16.71,14.190575216890926,2.5,1,0.105
849,849,3,C SH,SHANKLE,2972.0,79.47,-9.8,35.285,14.12537544622754,2.1,1,0.08800000000000001
850,850,3,C SH,SHANKLE,2972.5,76.72,-9.9,51.3,16.069412530128773,1.8,1,0.07
851,851,3,C SH,SHANKLE,2973.0,75.01,-18.3,55.915,20.32357010936222,1.8,1,0.053
852,852,6,C LM,SHANKLE,2974.5,19.52,1.0,9.78,25.118864315095795,4.6,2,0.985
853,853,8,C LM,SHANKLE,2975.0,28.87,8.8,9.73,27.66941645411511,4.0,2,0.97
854,854,8,C LM,SHANKLE,2975.5,29.43,9.1,11.93,36.47539469256076,3.6,2,0.955
855,855,8,C LM,SHANKLE,2976.0,29.4,7.9,12.695,44.6683592150963,3.5,2,0.94
856,856,8,C LM,SHANKLE,2976.5,31.05,6.4,11.9,47.20630412635907,3.6,2,0.925
857,857,8,C LM,SHANKLE,2977.0,35.29,6.4,10.875,43.251383103500835,3.7,2,0.91
858,858,5,C LM,SHANKLE,2977.5,32.75,3.5,9.39,35.974933515574236,3.8,2,0.8959999999999999
859,859,5,C LM,SHANKLE,2978.0,35.61,3.0,8.16,29.92264636608189,3.9,2,0.8809999999999999
860,860,5,C LM,SHANKLE,2978.5,36.27,5.0,7.4,25.703957827688633,3.6,2,0.866
861,861,5,C LM,SHANKLE,2979.0,36.51,7.7,8.56,21.87761623949554,3.2,2,0.851
862,862,5,C LM,SHANKLE,2979.5,35.86,8.6,10.67,18.450154191794738,2.9,2,0.836
863,863,7,C LM,SHANKLE,2980.0,33.77,8.1,12.535,15.776112696993485,2.9,2,0.821
864,864,7,C LM,SHANKLE,2980.5,28.53,7.7,13.935,13.614446824659511,2.9,2,0.8059999999999999
865,865,7,C LM,SHANKLE,2981.0,29.12,6.0,14.68,11.967405313072444,2.9,2,0.7909999999999999
866,866,7,C LM,SHANKLE,2981.5,29.54,4.2,14.81,10.914403364487566,2.8,2,0.7759999999999999
867,867,7,C LM,SHANKLE,2982.0,29.95,2.4,13.68,10.76465213629835,2.8,2,0.7609999999999999
868,868,7,C LM,SHANKLE,2982.5,29.36,1.7,12.36,11.428783347897712,3.0,2,0.746
869,869,7,C LM,SHANKLE,2983.0,34.62,1.9,10.51,13.061708881318419,3.3,2,0.731
870,870,7,C LM,SHANKLE,2983.5,32.74,2.0,9.08,16.218100973589298,3.3,2,0.716
871,871,6,C LM,SHANKLE,2984.0,38.04,1.7,8.405,21.47830474130533,3.2,2,0.701
872,872,6,C LM,SHANKLE,2984.5,39.18,1.5,8.235,28.575905433749465,3.2,2,0.687
873,873,6,C LM,SHANKLE,2985.0,39.55,1.9,8.035,38.37072454922788,3.3,2,0.672
874,874,6,C LM,SHANKLE,2985.5,37.83,2.3,7.68,49.20395356814511,3.4,2,0.657
875,875,6,C LM,SHANKLE,2986.0,35.09,2.8,7.775,58.61381645140285,3.4,2,0.642
876,876,6,C LM,SHANKLE,2986.5,38.17,3.8,7.92,64.56542290346556,3.6,2,0.627
877,877,6,C LM,SHANKLE,2987.0,37.4,3.9,8.16,66.98846094165262,3.3,2,0.612
878,878,6,C LM,SHANKLE,2987.5,36.2,2.6,8.54,66.98846094165262,3.4,2,0.597
879,879,6,C LM,SHANKLE,2988.0,38.73,2.4,8.6,66.06934480075958,3.4,2,0.5820000000000001
880,880,6,C LM,SHANKLE,2988.5,36.86,1.9,8.9,65.46361740672751,3.5,2,0.5670000000000001
881,881,6,C LM,SHANKLE,2989.0,38.24,2.0,8.845,64.56542290346556,3.4,2,0.552
882,882,6,C LM,SHANKLE,2989.5,36.1,1.6,8.5,63.3869711256927,3.4,2,0.537
883,883,6,C LM,SHANKLE,2990.0,38.5,2.6,8.25,62.23002851691595,3.3,2,0.522
884,884,6,C LM,SHANKLE,2990.5,35.87,3.0,8.42,60.25595860743578,3.4,2,0.507
885,885,6,C LM,SHANKLE,2991.0,37.2,3.6,8.495,58.61381645140285,3.3,2,0.493
886,886,6,C LM,SHANKLE,2991.5,39.89,3.1,8.695,57.543993733715666,3.6,2,0.478
887,887,6,C LM,SHANKLE,2992.0,40.73,2.9,8.505,56.49369748123023,3.7,2,0.463
888,888,6,C LM,SHANKLE,2992.5,41.81,2.0,8.845,55.71857489319299,3.7,2,0.448
889,889,6,C LM,SHANKLE,2993.0,44.47,1.9,8.74,55.4625712957911,3.5,2,0.433
890,890,6,C LM,SHANKLE,2993.5,43.87,1.9,8.715,54.954087385762456,3.4,2,0.418
891,891,6,C LM,SHANKLE,2994.0,47.4,2.4,8.375,55.4625712957911,3.5,2,0.403
892,892,6,C LM,SHANKLE,2994.5,48.75,2.6,8.47,56.23413251903491,3.6,2,0.388
893,893,6,C LM,SHANKLE,2995.0,53.77,3.1,8.2,56.754460540854716,3.6,2,0.373
894,894,6,C LM,SHANKLE,2995.5,65.61,3.2,8.555,57.543993733715666,3.7,2,0.358
895,895,5,C LM,SHANKLE,2996.0,79.98,3.0,8.435,58.61381645140285,3.8,2,0.343
896,896,5,C LM,SHANKLE,2996.5,115.6,3.6,8.76,58.8843655355589,3.9,2,0.328
897,897,5,C LM,SHANKLE,2997.0,201.75,3.9,8.645,59.42921586155727,4.1,2,0.313
898,898,5,C LM,SHANKLE,2997.5,242.75,4.9,8.42,59.979107625550945,4.1,2,0.299
899,899,5,C LM,SHANKLE,2998.0,238.02,5.1,8.515,61.09420249055721,4.3,2,0.284
900,900,5,C LM,SHANKLE,2998.5,215.23,5.7,8.31,62.8058358813318,4.2,2,0.269
901,901,5,C LM,SHANKLE,2999.0,168.12,5.6,8.545,65.16283940608427,4.2,2,0.254
902,902,5,C LM,SHANKLE,2999.5,124.8,5.2,8.855,68.86522963442762,3.9,2,0.239
903,903,5,C LM,SHANKLE,3000.0,102.74,4.6,8.915,73.11390834834177,4.0,2,0.224
904,904,5,C LM,SHANKLE,3000.5,102.74,4.6,8.915,73.11390834834177,4.0,2,0.224
905,905,5,C LM,SHANKLE,3001.0,81.37,4.3,8.86,76.20790100254119,4.1,2,0.209
906,906,5,C LM,SHANKLE,3001.5,70.46,4.2,8.675,76.91304402866095,4.2,2,0.194
907,907,5,C LM,SHANKLE,3002.0,67.29,4.9,9.365,76.91304402866095,4.1,2,0.179
908,908,5,C LM,SHANKLE,3002.5,67.61,5.6,9.555,75.50922276654337,4.1,2,0.16399999999999998
909,909,4,C LM,SHANKLE,3003.0,68.63,5.8,9.585,76.20790100254119,4.1,2,0.149
910,910,4,C LM,SHANKLE,3003.5,68.45,6.9,9.95,82.03515443298181,4.3,2,0.134
911,911,4,C LM,SHANKLE,3004.0,73.25,8.4,10.39,98.17479430199843,4.4,2,0.119
912,912,4,C LM,SHANKLE,3004.5,73.21,7.7,9.95,119.67405313072443,4.5,2,0.104
913,913,8,C LM,SHANKLE,3005.0,76.24,4.0,7.9,147.23125024327194,4.6,2,0.09
914,914,8,C LM,SHANKLE,3005.5,52.57,-0.4,5.215,172.1868574986006,4.8,2,0.075
915,915,8,C LM,SHANKLE,3006.0,32.84,-2.2,3.455,173.78008287493762,5.1,2,0.06
916,916,8,C LM,SHANKLE,3006.5,25.16,-1.6,2.89,167.49428760264382,4.8,2,0.045
917,917,8,C LM,SHANKLE,3007.0,25.16,-1.6,2.89,167.49428760264382,4.8,2,0.03
918,918,4,C LM,SHANKLE,3007.5,26.22,-0.4,3.4,152.75660582380732,4.5,2,0.03
919,919,4,C LM,SHANKLE,3008.0,65.36,1.6,4.715,112.71974561755106,4.5,2,0.015
920,920,3,A1 SH,LUKE G U,2610.5,74.9,9.3,11.75,36.643757464783334,4.084,1,1.0
921,921,3,A1 SH,LUKE G U,2611.0,83.8,12.0,13.1,30.902954325135905,3.5010000000000003,1,0.981
922,922,3,A1 SH,LUKE G U,2611.5,86.97,12.9,12.55,28.313919957993775,3.4,1,0.962
923,923,3,A1 SH,LUKE G U,2612.0,84.43,13.2,12.0,26.06153549998895,3.4,1,0.943
924,924,3,A1 SH,LUKE G U,2612.5,78.51,11.8,11.4,26.06153549998895,3.4,1,0.925
925,925,3,A1 SH,LUKE G U,2613.0,73.88,11.3,11.55,26.06153549998895,3.5,1,0.906
926,926,2,A1 SH,LUKE G U,2613.5,71.61,11.5,11.25,27.164392688390823,3.6,1,0.887
927,927,2,A1 SH,LUKE G U,2614.0,69.86,11.7,11.05,28.313919957993775,3.7,1,0.868
928,928,2,A1 SH,LUKE G U,2614.5,69.25,11.1,10.65,29.648313895243408,3.7,1,0.8490000000000001
929,929,2,A1 SH,LUKE G U,2615.0,68.29,8.6,9.7,28.313919957993775,3.7,1,0.83
930,930,2,A1 SH,LUKE G U,2615.5,68.5,7.8,9.8,27.164392688390823,3.7,1,0.8109999999999999
931,931,2,A1 SH,LUKE G U,2616.0,73.65,6.3,10.65,22.3872113856834,3.5,1,0.792
932,932,2,A1 SH,LUKE G U,2616.5,92.68,9.2,13.2,13.614446824659511,3.3,1,0.774
933,933,2,A1 SH,LUKE G U,2617.0,107.22,11.3,15.75,9.246981739382225,3.3,1,0.755
934,934,2,A1 SH,LUKE G U,2617.5,132.81,16.7,19.65,7.447319739059893,3.4,1,0.736
935,935,2,A1 SH,LUKE G U,2618.0,151.94,0.0,29.9,6.280583588133177,3.6,1,0.7170000000000001
936,936,2,A1 SH,LUKE G U,2618.5,154.37,3.1,31.45,6.025595860743578,3.4,1,0.698
937,937,2,A1 SH,LUKE G U,2619.0,153.77,8.4,34.1,6.025595860743578,3.0,1,0.679
938,938,2,A1 SH,LUKE G U,2619.5,132.29,8.2,34.1,6.025595860743578,2.8,1,0.66
939,939,3,A1 SH,LUKE G U,2620.0,102.28,0.0,30.0,6.854882264526613,2.6,1,0.642
940,940,3,A1 SH,LUKE G U,2620.5,77.82,17.9,20.15,7.447319739059893,2.4,1,0.623
941,941,3,A1 SH,LUKE G U,2621.0,67.52,10.1,12.25,7.798301105232589,2.5,1,0.604
942,942,3,A1 SH,LUKE G U,2621.5,61.32,7.0,8.1,8.128305161640991,2.8,1,0.585
943,943,2,A1 SH,LUKE G U,2622.0,58.69,7.1,7.95,8.128305161640991,3.0,1,0.5660000000000001
944,944,2,A1 SH,LUKE G U,2622.5,54.36,6.3,8.55,8.511380382023763,3.3,1,0.547
945,945,2,A1 SH,LUKE G U,2623.0,52.75,4.8,10.4,8.128305161640991,3.5,1,0.528
946,946,2,A1 SH,LUKE G U,2623.5,51.96,4.7,11.15,8.511380382023763,3.4,1,0.509
947,947,2,A1 SH,LUKE G U,2624.0,54.01,4.5,11.65,9.246981739382225,3.4,1,0.491
948,948,2,A1 SH,LUKE G U,2624.5,54.16,4.6,12.2,9.68277856261249,3.4,1,0.472
949,949,2,A1 SH,LUKE G U,2625.0,54.27,5.1,12.95,9.68277856261249,3.4,1,0.453
950,950,2,A1 SH,LUKE G U,2625.5,55.84,4.7,13.35,9.246981739382225,3.6,1,0.434
951,951,2,A1 SH,LUKE G U,2626.0,57.43,4.8,13.5,7.798301105232589,3.6,1,0.415
952,952,2,A1 SH,LUKE G U,2626.5,58.22,4.9,13.75,5.296634438916578,3.5,1,0.396
953,953,2,A1 SH,LUKE G U,2627.0,58.88,4.0,14.6,4.265795188015928,3.3,1,0.377
954,954,2,A1 SH,LUKE G U,2627.5,60.6,4.5,15.25,4.092606597300107,3.2,1,0.358
955,955,2,A1 SH,LUKE G U,2628.0,62.57,4.7,15.35,3.90840895792402,3.1,1,0.34
956,956,2,A1 SH,LUKE G U,2628.5,66.19,5.3,15.35,4.365158322401662,3.1,1,0.321
957,957,2,A1 SH,LUKE G U,2629.0,78.95,7.3,14.85,4.943106869868356,3.1,1,0.302
958,958,2,A1 SH,LUKE G U,2629.5,84.77,8.6,14.3,5.571857489319297,3.1,1,0.28300000000000003
959,959,2,A1 SH,LUKE G U,2630.0,80.83,8.6,13.4,6.25172692775686,3.1,1,0.264
960,960,2,A1 SH,LUKE G U,2630.5,66.48,6.5,12.35,6.9502431758879695,3.1,1,0.245
961,961,2,A1 SH,LUKE G U,2631.0,63.09,3.9,11.15,7.620790100254118,3.1,1,0.226
962,962,2,A1 SH,LUKE G U,2631.5,62.7,3.9,10.95,8.511380382023763,3.1,1,0.208
963,963,2,A1 SH,LUKE G U,2632.0,63.45,4.3,11.05,8.511380382023763,3.1,1,0.189
964,964,2,A1 SH,LUKE G U,2632.5,66.94,5.6,11.8,7.798301105232589,3.1,1,0.17
965,965,2,A1 SH,LUKE G U,2633.0,77.94,6.7,13.05,7.447319739059893,3.2,1,0.151
966,966,2,A1 SH,LUKE G U,2633.5,81.4,8.1,14.15,6.854882264526613,3.2,1,0.132
967,967,3,A1 SH,LUKE G U,2634.0,80.74,9.9,15.75,6.280583588133177,3.2,1,0.113
968,968,2,A1 SH,LUKE G U,2634.5,76.45,10.6,16.5,6.025595860743578,3.2,1,0.094
969,969,2,A1 SH,LUKE G U,2635.0,74.99,11.0,17.0,5.7543993733715695,3.1,1,0.075
970,970,2,A1 SH,LUKE G U,2635.5,75.21,14.2,19.5,5.7543993733715695,3.1,1,0.057
971,971,2,A1 SH,LUKE G U,2636.0,75.05,12.6,23.3,5.88843655355589,3.1,1,0.038
972,972,2,A1 SH,LUKE G U,2636.5,62.14,9.5,24.65,6.698846094165264,3.1,1,0.019
